# Step	Acceptance_Rate	Sequence_Identity_%	CAI	Free_Energy	CpG	Stem	UTR_Hybridisation	Initial_Hybridisation
117100	0.3125	41.1871	6.054017e-01	-1.565919e+00	0.000000e+00	0.000000e+00	2.949200e-02	5.869613e-01
117200	0.2157	42.2662	6.009065e-01	-1.567802e+00	0.000000e+00	0.000000e+00	6.345377e-02	5.835881e-01
117300	0.2364	42.2662	5.972322e-01	-1.570656e+00	0.000000e+00	0.000000e+00	6.601976e-02	5.577917e-01
117400	0.3333	42.2662	5.953101e-01	-1.566557e+00	0.000000e+00	0.000000e+00	1.012724e-01	5.663270e-01
117500	0.3962	42.2662	6.024801e-01	-1.576175e+00	0.000000e+00	0.000000e+00	1.146660e-01	5.720551e-01
117600	0.3519	41.7266	5.999591e-01	-1.596173e+00	0.000000e+00	0.000000e+00	5.229384e-02	6.011213e-01
117700	0.3167	41.7266	6.003371e-01	-1.582006e+00	0.000000e+00	0.000000e+00	3.895037e-02	5.857727e-01
117800	0.3393	41.9065	5.971581e-01	-1.606282e+00	0.000000e+00	0.000000e+00	3.884334e-02	5.804941e-01
117900	0.5085	43.1655	5.942678e-01	-1.611048e+00	0.000000e+00	0.000000e+00	1.960433e-02	5.746743e-01
118000	0.3881	41.0072	5.922939e-01	-1.585161e+00	0.000000e+00	0.000000e+00	2.972668e-02	5.767339e-01
118100	0.4333	40.1079	5.971987e-01	-1.584054e+00	0.000000e+00	0.000000e+00	2.809411e-02	5.807181e-01
118200	0.2941	39.7482	6.007281e-01	-1.577782e+00	0.000000e+00	0.000000e+00	3.413917e-02	5.853347e-01
118300	0.4737	40.6475	6.026314e-01	-1.580322e+00	0.000000e+00	0.000000e+00	4.524519e-02	5.900442e-01
118400	0.3571	40.6475	5.989754e-01	-1.592628e+00	0.000000e+00	0.000000e+00	5.589439e-02	5.808654e-01
118500	0.1935	41.1871	5.970076e-01	-1.582926e+00	0.000000e+00	0.000000e+00	4.913493e-02	5.814088e-01
118600	0.2414	41.0072	5.969646e-01	-1.585448e+00	0.000000e+00	0.000000e+00	4.902669e-02	5.815812e-01
118700	0.3750	41.0072	5.999575e-01	-1.571315e+00	0.000000e+00	0.000000e+00	1.209187e-01	5.505057e-01
118800	0.3125	41.5468	6.004780e-01	-1.593121e+00	0.000000e+00	0.000000e+00	1.631472e-01	5.633170e-01
118900	0.5357	41.3669	5.971391e-01	-1.619705e+00	0.000000e+00	0.000000e+00	4.058858e-02	5.799383e-01
119000	0.4697	41.1871	5.889827e-01	-1.639139e+00	0.000000e+00	0.000000e+00	1.819714e-02	5.763132e-01
119100	0.4464	41.3669	5.999124e-01	-1.659550e+00	0.000000e+00	0.000000e+00	1.836895e-02	5.804549e-01
119200	0.5849	40.1079	6.050803e-01	-1.669237e+00	0.000000e+00	0.000000e+00	3.240910e-03	6.081331e-01
119300	0.5385	41.0072	6.155162e-01	-1.698856e+00	0.000000e+00	0.000000e+00	5.619603e-03	5.444111e-01
119400	0.7460	40.8273	6.191784e-01	-1.680664e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.550308e-01
119500	0.7407	41.0072	6.108479e-01	-1.692865e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.640558e-01
119600	0.6034	40.4676	6.042397e-01	-1.671367e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.451713e-01
119700	0.4340	40.1079	6.037933e-01	-1.674595e+00	0.000000e+00	0.000000e+00	2.002336e-02	5.508893e-01
119800	0.5862	39.9281	6.032441e-01	-1.684639e+00	0.000000e+00	0.000000e+00	1.983598e-02	5.650062e-01
119900	0.5893	40.4676	6.090716e-01	-1.709700e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.603880e-01
120000	0.6182	41.7266	6.081821e-01	-1.697848e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.628658e-01
120100	0.6333	40.6475	6.027031e-01	-1.694547e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.608144e-01
120200	0.5000	40.4676	6.061146e-01	-1.697995e+00	0.000000e+00	0.000000e+00	2.183174e-02	5.568882e-01
120300	0.5965	40.2878	6.089444e-01	-1.659968e+00	0.000000e+00	0.000000e+00	4.071087e-02	5.444450e-01
120400	0.5345	40.2878	6.065388e-01	-1.699948e+00	0.000000e+00	0.000000e+00	1.142295e-02	5.345854e-01
120500	0.4167	40.1079	6.171068e-01	-1.669838e+00	0.000000e+00	0.000000e+00	5.539012e-03	5.352121e-01
120600	0.5833	41.5468	6.120947e-01	-1.703599e+00	0.000000e+00	0.000000e+00	5.250010e-03	5.354866e-01
120700	0.5965	41.7266	6.090195e-01	-1.729320e+00	0.000000e+00	0.000000e+00	1.224201e-02	5.293790e-01
120800	0.6458	40.8273	6.192143e-01	-1.736208e+00	0.000000e+00	0.000000e+00	2.008369e-02	5.023346e-01
120900	0.5660	40.6475	6.121465e-01	-1.715755e+00	0.000000e+00	0.000000e+00	2.015817e-02	5.236221e-01
121000	0.6102	41.0072	6.036418e-01	-1.674454e+00	0.000000e+00	0.000000e+00	7.128396e-02	5.156829e-01
121100	0.4259	41.5468	6.100838e-01	-1.690429e+00	0.000000e+00	0.000000e+00	3.523495e-02	5.025846e-01
121200	0.6800	41.3669	6.137610e-01	-1.692136e+00	0.000000e+00	0.000000e+00	2.926926e-02	4.934342e-01
121300	0.5965	41.5468	6.046090e-01	-1.684638e+00	0.000000e+00	0.000000e+00	3.072705e-02	4.997091e-01
121400	0.4697	42.0863	6.012862e-01	-1.688304e+00	0.000000e+00	0.000000e+00	1.384864e-02	4.968127e-01
121500	0.5962	42.0863	5.991247e-01	-1.688356e+00	0.000000e+00	0.000000e+00	2.297981e-02	5.027267e-01
121600	0.6034	41.1871	5.967268e-01	-1.643856e+00	0.000000e+00	0.000000e+00	1.398896e-02	4.952343e-01
121700	0.5577	41.1871	6.023010e-01	-1.661271e+00	0.000000e+00	0.000000e+00	1.365264e-02	4.918384e-01
121800	0.4889	41.1871	6.005720e-01	-1.675986e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.474242e-01
121900	0.5862	38.8489	6.035471e-01	-1.680974e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.352891e-01
122000	0.5556	39.5683	6.021690e-01	-1.687562e+00	0.000000e+00	0.000000e+00	2.246231e-03	5.591836e-01
122100	0.6296	39.9281	6.105220e-01	-1.701776e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.669799e-01
122200	0.6610	41.0072	6.025193e-01	-1.655801e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.033990e-01
122300	0.3788	40.1079	6.129974e-01	-1.663723e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.021765e-01
122400	0.4808	39.2086	6.099931e-01	-1.676813e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.009950e-01
122500	0.4286	39.3885	6.123696e-01	-1.705503e+00	0.000000e+00	0.000000e+00	4.145139e-03	5.327875e-01
122600	0.4821	40.4676	6.122412e-01	-1.676233e+00	0.000000e+00	0.000000e+00	1.435545e-02	5.142327e-01
122700	0.6604	39.9281	6.236690e-01	-1.707344e+00	0.000000e+00	0.000000e+00	1.564107e-02	5.046887e-01
122800	0.5370	41.0072	6.296827e-01	-1.683110e+00	0.000000e+00	0.000000e+00	9.707516e-03	5.097516e-01
122900	0.5357	40.8273	6.173319e-01	-1.713738e+00	0.000000e+00	0.000000e+00	1.175542e-02	5.069099e-01
123000	0.5000	40.8273	6.208370e-01	-1.733940e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.962286e-01
123100	0.5000	41.5468	6.277246e-01	-1.708917e+00	0.000000e+00	0.000000e+00	6.980079e-03	5.012830e-01
123200	0.4318	40.1079	6.260197e-01	-1.745217e+00	0.000000e+00	0.000000e+00	6.969029e-03	4.902756e-01
123300	0.4912	40.4676	6.315344e-01	-1.718131e+00	0.000000e+00	0.000000e+00	6.904191e-03	4.891594e-01
123400	0.4800	40.4676	6.284929e-01	-1.688339e+00	0.000000e+00	0.000000e+00	6.950533e-03	5.062074e-01
123500	0.6296	40.1079	6.275001e-01	-1.714537e+00	0.000000e+00	0.000000e+00	6.946295e-03	5.230172e-01
123600	0.6250	41.7266	6.156904e-01	-1.649480e+00	0.000000e+00	0.000000e+00	6.912932e-03	4.985806e-01
123700	0.4717	40.8273	6.078864e-01	-1.643800e+00	0.000000e+00	0.000000e+00	7.529852e-03	5.057517e-01
123800	0.4655	41.7266	6.087082e-01	-1.660869e+00	0.000000e+00	0.000000e+00	2.754182e-02	5.186544e-01
123900	0.4310	41.9065	6.115308e-01	-1.677441e+00	0.000000e+00	0.000000e+00	2.267573e-02	5.181812e-01
124000	0.6102	41.1871	6.176591e-01	-1.668069e+00	0.000000e+00	0.000000e+00	6.278425e-03	5.174089e-01
124100	0.5745	41.5468	6.140530e-01	-1.668943e+00	0.000000e+00	0.000000e+00	6.273097e-03	5.164022e-01
124200	0.5556	42.8058	6.175944e-01	-1.645537e+00	0.000000e+00	0.000000e+00	6.198975e-03	5.172077e-01
124300	0.6275	41.0072	6.191328e-01	-1.637407e+00	0.000000e+00	0.000000e+00	6.827976e-02	5.162086e-01
124400	0.5800	41.1871	6.247018e-01	-1.672387e+00	0.000000e+00	0.000000e+00	6.503172e-02	5.226125e-01
124500	0.5532	42.0863	6.181858e-01	-1.611160e+00	0.000000e+00	0.000000e+00	1.018414e-02	5.275766e-01
124600	0.4583	41.1871	6.181662e-01	-1.582276e+00	0.000000e+00	0.000000e+00	4.994849e-02	5.242782e-01
124700	0.4407	40.6475	6.169022e-01	-1.607422e+00	0.000000e+00	0.000000e+00	5.649861e-02	5.223865e-01
124800	0.4483	40.6475	6.233601e-01	-1.635190e+00	0.000000e+00	0.000000e+00	5.553635e-02	5.236281e-01
124900	0.3091	41.0072	6.188980e-01	-1.627253e+00	0.000000e+00	0.000000e+00	4.160129e-02	5.226358e-01
125000	0.5385	42.0863	6.172762e-01	-1.627852e+00	0.000000e+00	0.000000e+00	5.520267e-02	5.170099e-01
125100	0.4255	41.5468	6.204971e-01	-1.668837e+00	0.000000e+00	0.000000e+00	4.835128e-02	5.237404e-01
125200	0.5517	42.9856	6.093682e-01	-1.679813e+00	0.000000e+00	0.000000e+00	4.517011e-02	5.206821e-01
125300	0.4310	41.9065	6.062381e-01	-1.670253e+00	0.000000e+00	0.000000e+00	4.359832e-02	5.225269e-01
125400	0.3966	41.5468	6.049118e-01	-1.657637e+00	0.000000e+00	0.000000e+00	5.394426e-02	5.193150e-01
125500	0.5357	42.4460	6.052155e-01	-1.646765e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.405824e-01
125600	0.2982	42.4460	6.030615e-01	-1.614327e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.451427e-01
125700	0.6042	43.5252	6.058251e-01	-1.645896e+00	0.000000e+00	0.000000e+00	1.518539e-02	5.306462e-01
125800	0.5577	43.1655	5.955055e-01	-1.591290e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.252125e-01
125900	0.3390	43.1655	5.958470e-01	-1.578169e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.282053e-01
126000	0.2941	42.9856	6.044364e-01	-1.606933e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.270781e-01
126100	0.4386	44.0647	6.079737e-01	-1.604276e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.296331e-01
126200	0.3448	43.3453	6.183438e-01	-1.642679e+00	0.000000e+00	0.000000e+00	1.479840e-02	5.279595e-01
126300	0.3962	42.9856	6.222107e-01	-1.606558e+00	0.000000e+00	0.000000e+00	1.656573e-02	5.290608e-01
126400	0.4828	42.4460	6.255405e-01	-1.652764e+00	0.000000e+00	0.000000e+00	1.077617e-02	5.313380e-01
